first_name,last_name,name_slug,bioguide_id,,,,,
Kimberlyn,King-Hinds,kimberlyn-king-hinds,K000404,,,,,
Amy,Klobuchar,amy-klobuchar,K000367,,,,,
Brad,Knott,brad-knott,K000405,,,,,
Raja,Krishnamoorthi,raja-krishnamoorthi,K000391,,,,,
David,Kustoff,david-kustoff,K000392,,,,,
Darin,LaHood,darin-lahood,L000585,,,,,
Nick,LaLota,nick-lalota,L000598,,,,,
Doug,LaMalfa,doug-lamalfa,L000578,,,,,
Greg,Landsman,greg-landsman,L000601,,,,,
Nicholas,Langworthy,nicholas-langworthy,L000600,,,,,
James,Lankford,james-lankford,L000575,,,,,
Rick,Larsen,rick-larsen,L000560,,,,,
John,Larson,john-larson,L000557,,,,,
George,Latimer,george-latimer,L000606,,,,,
Robert,Latta,robert-latta,L000566,,,,,
Michael,Lawler,michael-lawler,L000599,,,,,
Susie,Lee,susie-lee,L000590,,,,,
Summer,Lee,summer-lee,L000602,,,,,
Laurel,Lee,laurel-lee,L000597,,,,,
Mike,Lee,mike-lee,L000577,,,,,
Teresa,Leger Fernandez,teresa-leger-fernandez,L000273,,,,,
Julia,Letlow,julia-letlow,L000595,,,,,
Mike,Levin,mike-levin,L000593,,,,,
Sam,Liccardo,sam-liccardo,L000607,,,,,
Ted,Lieu,ted-lieu,L000582,,,,,
Zoe,Lofgren,zoe-lofgren,L000397,,,,,
Barry,Loudermilk,barry-loudermilk,L000583,,,,,
Frank,Lucas,frank-lucas,L000491,,,,,
Ben,Luj�n,ben-lujan,L000570,,,,,
Cynthia,Lummis,cynthia-lummis,L000571,,,,,
Anna,Luna,anna-paulina-luna,L000596,,,,,
Morgan,Luttrell,morgan-luttrell,L000603,,,,,
Stephen,Lynch,stephen-lynch,L000562,,,,,
Nancy,Mace,nancy-mace,M000194,,,,,
Ryan,Mackenzie,ryan-mackenzie,M001230,,,,,
Seth,Magaziner,seth-magaziner,M001223,,,,,
Nicole,Malliotakis,nicole-malliotakis,M000317,,,,,
Celeste,Maloy,celeste-maloy,M001228,,,,,
Tracey,Mann,tracey-mann,M000871,,,,,
John,Mannion,john-mannion,M001231,,,,,
Edward,Markey,edward-markey,M000133,,,,,
Roger,Marshall,roger-marshall,M001198,,,,,
Thomas,Massie,thomas-massie,M001184,,,,,
Brian,Mast,brian-mast,M001199,,,,,
Doris,Matsui,doris-matsui,M001163,,,,,
Lucy,McBath,lucy-mcbath,M001208,,,,,
Sarah,McBride,sarah-mcbride,M001238,,,,,
Michael,McCaul,michael-mccaul,M001157,,,,,
Lisa,McClain,lisa-mcclain,M001136,,,,,
April,McClain Delaney,april-mcclain-delaney,M001232,,,,,
Jennifer,McClellan,jennifer-mcclellan,M001227,,,,,
Tom,McClintock,tom-mcclintock,M001177,,,,,
Betty,McCollum,betty-mccollum,M001143,,,,,
Mitch,McConnell,mitch-mcconnell,M000355,,,,,
Richard,McCormick,richard-mccormick,M001218,,,,,
David,McCormick,david-mccormick,M001243,,,,,
Kristen,McDonald Rivet,kristen-mcdonald-rivet,M001237,,,,,
Addison,McDowell,addison-mcdowell,M001240,,,,,
Morgan,McGarvey,morgan-mcgarvey,M001220,,,,,
James,McGovern,james-mcgovern,M000312,,,,,
John,McGuire,john-mcguire,M001239,,,,,
LaMonica,McIver,lamonica-mciver,M001229,,,,,
Gregory,Meeks,gregory-meeks,M001137,,,,,
Robert,Menendez,robert-menendez,M001226,,,,,
Grace,Meng,grace-meng,M001188,,,,,
Jeff,Merkley,jeff-merkley,M001176,,,,,
Mark,Messmer,mark-messmer,M001233,,,,,
Daniel,Meuser,daniel-meuser,M001204,,,,,
Kweisi,Mfume,kweisi-mfume,M000687,,,,,
Carol,Miller,carol-miller,M001205,,,,,
Max,Miller,max-miller,M001222,,,,,
Mary,Miller,mary-miller,M001211,,,,,
Mariannette,Miller-Meeks,mariannette-miller-meeks,M001215,,,,,
Cory,Mills,cory-mills,M001216,,,,,
Dave,Min,dave-min,M001241,,,,,
Ashley,Moody,ashley-moody,M001244,,,,,
John,Moolenaar,john-moolenaar,M001194,,,,,
Barry,Moore,barry-moore,M001212,,,,,
Blake,Moore,blake-moore,M001213,,,,,
Riley,Moore,riley-moore,M001235,,,,,
Gwen,Moore,gwen-moore,M001160,,,,,
Tim,Moore,tim-moore,M001236,,,,,
Nathaniel,Moran,nathaniel-moran,M001224,,,,,
Jerry,Moran,jerry-moran,M000934,,,,,
Joseph,Morelle,joseph-morelle,M001206,,,,,
Bernie,Moreno,bernie-moreno,M001242,,,,,
Kelly,Morrison,kelly-morrison,M001234,,,,,
Jared,Moskowitz,jared-moskowitz,M001217,,,,,
Seth,Moulton,seth-moulton,M001196,,,,,
James,Moylan,james-moylan,M001219,,,,,
Frank,Mrvan,frank-mrvan,M001214,,,,,
Kevin,Mullin,kevin-mullin,M001225,,,,,
Markwayne,Mullin,markwayne-mullin,M001190,,,,,
Lisa,Murkowski,lisa-murkowski,M001153,,,,,
Gregory,Murphy,gregory-murphy,M001210,,,,,
Christopher,Murphy,christopher-murphy,M001169,,,,,
Patty,Murray,patty-murray,M001111,,,,,
Jerrold,Nadler,jerrold-nadler,N000002,,,,,
Richard,Neal,richard-neal,N000015,,,,,
Joe,Neguse,joe-neguse,N000191,,,,,
Troy,Nehls,troy-nehls,N000026,,,,,
Dan,Newhouse,dan-newhouse,N000189,,,,,
Donald,Norcross,donald-norcross,N000188,,,,,
Ralph,Norman,ralph-norman,N000190,,,,,
Eleanor,Norton,eleanor-norton,N000147,,,,,
Zachary,Nunn,zachary-nunn,N000193,,,,,
Jay,Obernolte,jay-obernolte,O000019,,,,,
Alexandria,Ocasio-Cortez,alexandria-ocasio-cortez,O000172,,,,,
Andrew,Ogles,andrew-ogles,O000175,,,,,
Johnny,Olszewski,johnny-olszewski,O000176,,,,,
Ilhan,Omar,ilhan-omar,O000173,,,,,
Robert,Onder,robert-onder,O000177,,,,,
Jon,Ossoff,jon-ossoff,O000174,,,,,
Burgess,Owens,burgess-owens,O000086,,,,,
Alex,Padilla,alex-padilla,P000145,,,,,
Frank,Pallone,frank-pallone,P000034,,,,,
Gary,Palmer,gary-palmer,P000609,,,,,
Jimmy,Panetta,jimmy-panetta,P000613,,,,,
Chris,Pappas,chris-pappas,P000614,,,,,
Jimmy,Patronis,jimmy-patronis,P000622,,,,,
Rand,Paul,rand-paul,P000603,,,,,
Nancy,Pelosi,nancy-pelosi,P000197,,,,,
Marie,Perez,marie-perez,G000600,,,,,
Scott,Perry,scott-perry,P000605,,,,,
Scott,Peters,scott-peters,P000608,,,,,
Gary,Peters,gary-peters,P000595,,,,,
Brittany,Pettersen,brittany-pettersen,P000620,,,,,
August,Pfluger,august-pfluger,P000048,,,,,
Chellie,Pingree,chellie-pingree,P000597,,,,,
Stacey,Plaskett,stacey-plaskett,P000610,,,,,
Mark,Pocan,mark-pocan,P000607,,,,,
Nellie,Pou,nellie-pou,P000621,,,,,
Ayanna,Pressley,ayanna-pressley,P000617,,,,,
Mike,Quigley,mike-quigley,Q000023,,,,,
Delia,Ramirez,delia-ramirez,R000617,,,,,
Emily,Randall,emily-randall,R000621,,,,,
Jamie,Raskin,jamie-raskin,R000606,,,,,
Jack,Reed,john-reed,R000122,,,,,
Guy,Reschenthaler,guy-reschenthaler,R000610,,,,,
Pete,Ricketts,pete-ricketts,R000618,,,,,
Josh,Riley,josh-riley,R000622,,,,,
James,Risch,james-risch,R000584,,,,,
Luz,Rivas,luz-rivas,R000620,,,,,
Mike,Rogers,mike-rogers,R000575,,,,,
Harold,Rogers,harold-rogers,R000395,,,,,
John,Rose,john-rose,R000612,,,,,
Jacky,Rosen,jacky-rosen,R000608,,,,,
Deborah,Ross,deborah-ross,R000305,,,,,
Mike,Rounds,mike-rounds,R000605,,,,,
David,Rouzer,david-rouzer,R000603,,,,,
Chip,Roy,chip-roy,R000614,,,,,
Marco,Rubio,marco-rubio,R000595,,,,,
Raul,Ruiz,raul-ruiz,R000599,,,,,
Michael,Rulli,michael-rulli,R000619,,,,,
John,Rutherford,john-rutherford,R000609,,,,,
Patrick,Ryan,patrick-ryan,R000579,,,,,
Maria,Salazar,maria-salazar,S000168,,,,,
Andrea,Salinas,andrea-salinas,S001226,,,,,
Bernard,Sanders,bernie-sanders,S000033,,,,,
Steve,Scalise,steve-scalise,S001176,,,,,
Mary,Scanlon,mary-gay-scanlon,S001205,,,,,
Janice,Schakowsky,janice-schakowsky,S001145,,,,,
Brian,Schatz,brian-schatz,S001194,,,,,
Adam,Schiff,adam-schiff,S001150,,,,,
Derek,Schmidt,derek-schmidt,S001228,,,,,
Eric,Schmitt,eric-schmitt,S001227,,,,,
Bradley,Schneider,bradley-schneider,S001190,,,,,
Hillary,Scholten,hillary-scholten,S001221,,,,,
Kim,Schrier,kim-schrier,S001216,,,,,
Charles,Schumer,charles-schumer,S000148,,,,,
David,Schweikert,david-schweikert,S001183,,,,,
Robert,Scott,robert-scott,S000185,,,,,
Austin,Scott,austin-scott,S001189,,,,,
David,Scott,david-scott,S001157,,,,,
Rick,Scott,rick-scott,S001217,,,,,
Tim,Scott,tim-scott,S001184,,,,,
Keith,Self,keith-self,S001224,,,,,
Pete,Sessions,pete-sessions,S000250,,,,,
Terri,Sewell,terri-sewell,S001185,,,,,
Jeanne,Shaheen,jeanne-shaheen,S001181,,,,,
Tim,Sheehy,tim-sheehy,S001232,,,,,
Brad,Sherman,brad-sherman,S000344,,,,,
Mikie,Sherrill,mikie-sherrill,S001207,,,,,
Jefferson,Shreve,jefferson-shreve,S001229,,,,,
Lateefah,Simon,lateefah-simon,S001231,,,,,
Michael,Simpson,michael-simpson,S001148,,,,,
Elissa,Slotkin,elissa-slotkin,S001208,,,,,
Adrian,Smith,adrian-smith,S001172,,,,,
Christopher,Smith,christopher-smith,S000522,,,,,
Jason,Smith,jason-smith,S001195,,,,,
Adam,Smith,adam-smith,S000510,,,,,
Tina,Smith,tina-smith,S001203,,,,,
Lloyd,Smucker,lloyd-smucker,S001199,,,,,
Linda,S�nchez,linda-sanchez,S001156,,,,,
Eric,Sorensen,eric-sorensen,S001225,,,,,
Darren,Soto,darren-soto,S001200,,,,,
Victoria,Spartz,victoria-spartz,S000929,,,,,
Melanie,Stansbury,melanie-stansbury,S001218,,,,,
Greg,Stanton,greg-stanton,S001211,,,,,
Pete,Stauber,pete-stauber,S001212,,,,,
Elise,Stefanik,elise-stefanik,S001196,,,,,
Bryan,Steil,bryan-steil,S001213,,,,,
W.,Steube,w-steube,S001214,,,,,
Haley,Stevens,haley-stevens,S001215,,,,,
Marilyn,Strickland,marilyn-strickland,S001159,,,,,
Dale,Strong,dale-strong,S001220,,,,,
Marlin,Stutzman,marlin-stutzman,S001188,,,,,
Suhas,Subramanyam,suhas-subramanyam,S001230,,,,,
Dan,Sullivan,dan-sullivan,S001198,,,,,
Thomas,Suozzi,thomas-suozzi,S001201,,,,,
Eric,Swalwell,eric-swalwell,S001193,,,,,
Emilia,Sykes,emilia-sykes,S001223,,,,,
Mark,Takano,mark-takano,T000472,,,,,
David,Taylor,david-taylor,T000490,,,,,
Claudia,Tenney,claudia-tenney,T000478,,,,,
Shri,Thanedar,shri-thanedar,T000488,,,,,
Bennie,Thompson,bennie-thompson,T000193,,,,,
Mike,Thompson,mike-thompson,T000460,,,,,
Glenn,Thompson,glenn-thompson,T000467,,,,,
John,Thune,john-thune,T000250,,,,,
Thomas,Tiffany,thomas-tiffany,T000165,,,,,
Thomas,Tillis,thomas-tillis,T000476,,,,,
William,Timmons,william-timmons,T000480,,,,,
Dina,Titus,dina-titus,T000468,,,,,
Rashida,Tlaib,rashida-tlaib,T000481,,,,,
Jill,Tokuda,jill-tokuda,T000487,,,,,
Paul,Tonko,paul-tonko,T000469,,,,,
Ritchie,Torres,ritchie-torres,T000486,,,,,
Norma,Torres,norma-torres,T000474,,,,,
Lori,Trahan,lori-trahan,T000482,,,,,
Derek,Tran,derek-tran,T000491,,,,,
Tommy,Tuberville,tommy-tuberville,T000278,,,,,
Michael,Turner,michael-turner,T000463,,,,,
Sylvester,Turner,sylvester-turner,T000489,,,,,
Lauren,Underwood,lauren-underwood,U000040,,,,,
David,Valadao,david-valadao,V000129,,,,,
Jefferson,Van Drew,jefferson-van-drew,V000133,,,,,
Beth,Van Duyne,beth-van-duyne,V000134,,,,,
Chris,Van Hollen,chris-van-hollen,V000128,,,,,
Derrick,Van Orden,derrick-van-orden,V000135,,,,,
J.D.,Vance,j-vance,V000137,,,,,
Juan,Vargas,juan-vargas,V000130,,,,,
Gabe,Vasquez,gabe-vasquez,V000136,,,,,
Marc,Veasey,marc-veasey,V000131,,,,,
Nydia,Vel�zquez,nydia-velazquez,V000081,,,,,
Eugene,Vindman,eugene-vindman,V000138,,,,,
Ann,Wagner,ann-wagner,W000812,,,,,
Tim,Walberg,tim-walberg,W000798,,,,,
James,Walkinshaw,james-walkinshaw,W000831,,,,,
Michael,Waltz,michael-waltz,W000823,,,,,
Mark,Warner,mark-warner,W000805,,,,,
Raphael,Warnock,raphael-warnock,W000790,,,,,
Elizabeth,Warren,elizabeth-warren,W000817,,,,,
Debbie,Wasserman Schultz,debbie-wasserman-schultz,W000797,,,,,
Maxine,Waters,maxine-waters,W000187,,,,,
Bonnie,Watson Coleman,bonnie-watson-coleman,W000822,,,,,
Randy,Weber,randy-weber,W000814,,,,,
Daniel,Webster,daniel-webster,W000806,,,,,
Peter,Welch,peter-welch,W000800,,,,,
Bruce,Westerman,bruce-westerman,W000821,,,,,
Sheldon,Whitehouse,sheldon-whitehouse,W000802,,,,,
George,Whitesides,george-whitesides,W000830,,,,,
Roger,Wicker,roger-wicker,W000437,,,,,
Tony,Wied,tony-wied,W000829,,,,,
Nikema,Williams,nikema-williams,W000788,,,,,
Roger,Williams,roger-williams,W000816,,,,,
Joe,Wilson,joe-wilson,W000795,,,,,
Frederica,Wilson,frederica-wilson,W000808,,,,,
Robert,Wittman,robert-wittman,W000804,,,,,
Steve,Womack,steve-womack,W000809,,,,,
Ron,Wyden,ron-wyden,W000779,,,,,
Rudy,Yakym,rudy-yakym,Y000067,,,,,
Todd,Young,todd-young,Y000064,,,,,
Ryan,Zinke,ryan-zinke,Z000018,,,,,