first_name,middle_name,nick_name,last_name,suffix,chamber,office,role,state,state_abbr,party,fecid,green_id,green_id2,website,campaign_website,date_reelection
Alma,Shealey,,Adams,,H,House CD 12,Member of Congress,North Carolina,NC,Democratic,H4NC12100,G17978,G53396,https://adams.house.gov/,http://www.almaadamsforcongress.com/,11/3/26
Robert,Brown,,Aderholt,,H,House CD 4,Member of Congress,Alabama,AL,Republican,H6AL04098,G12,G53432,https://aderholt.house.gov/,http://www.aderholtforcongress.org/,11/3/26
Pete,,,Aguilar,,H,House CD 33,Member of Congress,California,CA,Democratic,H2CA31125,G17468,G53471,https://aguilar.house.gov/,http://www.peteaguilar.com/,11/3/26
Mark,,,Alford,,H,House CD 4,Member of Congress,Missouri,MO,Republican,H2MO04207,G42857,G53600,https://alford.house.gov/,https://www.alfordforcongress.com/,11/3/26
Richard,Wallen,Rick,Allen,,H,House CD 12,Member of Congress,Georgia,GA,Republican,H2GA12121,G17327,G53527,https://allen.house.gov/,http://www.rickwallen.com/,11/3/26
Angela,D.,,Alsobrooks,,S,Senate Class 1,Senator,Maryland,MD,Democratic,,G48119,,https://alsobrooks.senate.gov/,https://www.angelaalsobrooks.com/,11/5/30
Aumua,,,Amata Coleman Radewagen,,O,Delegate to the House of Representatives,Territorial Delegate,American Samoa,AS,Republican,H4AS00036,G18792,G53368,http://radewagen.house.gov/,http://www.friendsofamata.com/,11/3/26
Gabriel,F.,Gabe,Amo,Jr.,H,House CD 1,Member of Congress,Rhode Island,RI,Democratic,H4RI01265,G8817,G53701,https://amo.house.gov/,https://www.gabeamo.com/,11/3/26
Mark,Eugene,,Amodei,,H,House CD 2,Member of Congress,Nevada,NV,Republican,H2NV02395,G525,G53634,https://amodei.house.gov/,http://www.amodeifornevada.com/,11/3/26
Yassamin,,,Ansari,,H,House CD 3,Member of Congress,Arizona,AZ,Democratic,H4AZ03109,G47543,G53440,https://ansari.house.gov/,https://www.yassaminforcongress.com/,11/3/26
Jodey,Cook,,Arrington,,H,House CD 19,Member of Congress,Texas,TX,Republican,H6TX19099,G23082,G53734,https://arrington.house.gov/,http://www.jodeyarrington.com/,11/3/26
Jacob,D.,Jake,Auchincloss,,H,House CD 4,Member of Congress,Massachusetts,MA,Democratic,H0MA04192,G35808,G53572,https://auchincloss.house.gov/,https://www.jakeforma.com/,11/3/26
Brian,,,Babin,,H,House CD 36,Member of Congress,Texas,TX,Republican,H6TX02079,G18940,G53410,https://babin.house.gov/,http://www.babinforcongress.com/,11/3/26
Donald,John,Don,Bacon,,H,House CD 2,Member of Congress,Nebraska,NE,Republican,,G22412,,https://bacon.house.gov/,http://www.donjbacon.com/,11/3/26
James,R.,Jim,Baird,,H,House CD 4,Member of Congress,Indiana,IN,Republican,H8IN04199,G29617,G53814,https://baird.house.gov/,http://www.electjimbaird.com/,11/3/26
William,Troy,Troy,Balderson,,H,House CD 12,Member of Congress,Ohio,OH,Republican,H8OH12180,G580,G53672,https://balderson.house.gov/,https://www.baldersonforcongress.com/,11/3/26
Tammy,,,Baldwin,,S,Senate Class 1,Senator,Wisconsin,WI,Democratic,,G12384,,http://www.baldwin.senate.gov/,http://www.tammybaldwin.com/,11/5/30
Rebecca,,Becca,Balint,,H,House At-Large,Member of Congress,Vermont,VT,Democratic,H2VT01076,G43329,G53772,https://balint.house.gov/,https://www.beccabalint.com/,11/3/26
James,E.,Jim,Banks,,S,Senate Class 1,Senator,Indiana,IN,Republican,,G47161,,https://banks.senate.gov/,http://www.jimbanks.us/,11/5/30
Garland,,Andy,Barr,,S,Senate Class 2,Member of Congress,Kentucky,KY,Republican,S6KY00286,G12707,G52890,https://barr.house.gov/,https://www.andybarrforcongress.com/,11/3/26
Nanette,Diaz,,Barragán,,H,House CD 44,Member of Congress,California,CA,Democratic,H6CA44103,G22498,G53384,https://barragan.house.gov/,http://www.barraganforcongress.com/,11/3/26
John,A.,,Barrasso,,S,Senate Class 1,Senator,Wyoming,WY,Republican,,G826,,http://barrasso.senate.gov/,http://www.barrassoforwyoming.com/,11/5/30
Thomas,More,Tom,Barrett,,H,House CD 7,Member of Congress,Michigan,MI,Republican,H2MI07123,G47393,G53590,https://barrett.house.gov/,https://www.tombarrettforcongress.com/,11/3/26
Michael,James,,Baumgartner,,H,House CD 5,Member of Congress,Washington,WA,Republican,H4WA05234,G50387,G53777,https://baumgartner.house.gov/,https://www.votebaumgartner.com/,11/3/26
Aaron,P.,,Bean,,H,House CD 4,Member of Congress,Florida,FL,Republican,H2FL04211,G45641,G52524,https://bean.house.gov/,https://www.aaronbean.com/,11/3/26
Joyce,B.,,Beatty,,H,House CD 3,Member of Congress,Ohio,OH,Democratic,H2OH03125,G13580,G53400,https://beatty.house.gov/,https://www.beattyforcongress.com/,11/3/26
Nicholas,,Nick,Begich,III,H,House At-Large,Member of Congress,Alaska,AK,Republican,H2AK01083,G48478,G53796,https://begich.house.gov/,https://www.alaskansfornickbegich.com/,11/3/26
Wesley,,,Bell,,H,House CD 1,Member of Congress,Missouri,MO,Democratic,H4MO01134,G48274,G52781,https://bell.house.gov/,https://www.votewesleybell.com/,11/3/26
Michael,Farrand,,Bennet,,S,Senate Class 3,Senator,Colorado,CO,Democratic,,G127,G53318,https://bennet.senate.gov/,https://www.michaelbennet.com/,11/7/28
Cliff,,,Bentz,,H,House CD 2,Member of Congress,Oregon,OR,Republican,H0OR02127,G36072,G53680,https://bentz.house.gov/,https://www.cliffbentz.com/,11/3/26
Amerish,,Ami,Bera,,H,House CD 6,Member of Congress,California,CA,Democratic,H0CA03078,G12176,G53450,https://bera.house.gov/,http://www.beraforcongress.com/,11/3/26
John,W.,Jack,Bergman,,H,House CD 1,Member of Congress,Michigan,MI,Republican,H6MI01226,G24168,G53585,https://bergman.house.gov/,http://www.bergmanforcongress.com/,11/3/26
Donald,Sternoff,Don,Beyer,Jr.,H,House CD 8,Member of Congress,Virginia,VA,Democratic,H4VA08224,G19282,G53768,https://beyer.house.gov/,http://www.friendsofdonbeyer.com/,11/3/26
Stephanie,,,Bice,,H,House CD 5,Member of Congress,Oklahoma,OK,Republican,H0OK05205,G34676,G53402,https://bice.house.gov/,http://www.biceforcongress.com/,11/3/26
Andy,,,Biggs,,H,House CD 5,Member of Congress,Arizona,AZ,Republican,,G24216,G52719,https://biggs.house.gov/,http://biggsforcongress.com/,11/3/26
Sheryl,S.,Sheri,Biggs,,H,House CD 3,Member of Congress,South Carolina,SC,Republican,H4SC01313,G50022,G53705,https://biggs.house.gov/,https://www.sheribiggs.com/,11/3/26
Gus,Michael,,Bilirakis,,H,House CD 12,Member of Congress,Florida,FL,Republican,H6FL09070,G165,G53504,https://bilirakis.house.gov/,http://www.bilirakisforcongress.com/,11/3/26
Sanford,Dixon,,Bishop,Jr.,H,House CD 2,Member of Congress,Georgia,GA,Democratic,H2GA02031,G190,G53518,https://bishop.house.gov/,http://www.sanfordbishop.com/,11/3/26
Marsha,,,Blackburn,,S,Senate Class 1,Senator,Tennessee,TN,Republican,,G27505,G54889,https://blackburn.senate.gov/,https://www.marshablackburn.com/,11/5/30
Richard,,,Blumenthal,,S,Senate Class 3,Senator,Connecticut,CT,Democratic,,G8222,,https://blumenthal.senate.gov/,http://www.richardblumenthal.com/,11/7/28
Lauren,,,Boebert,,H,House CD 4,Member of Congress,Colorado,CO,Republican,H0CO03165,G36346,G53489,https://boebert.house.gov/,https://laurenforcolorado.com/,11/3/26
Suzanne,M.,,Bonamici,,H,House CD 1,Member of Congress,Oregon,OR,Democratic,H2OR01133,G612,G53679,https://bonamici.house.gov/,http://www.bonamiciforcongress.com/,11/3/26
Cory,A.,,Booker,,S,Senate Class 2,Senator,New Jersey,NJ,Democratic,S4NJ00185,G509,G46946,https://booker.senate.gov/,http://www.corybooker.com/,11/3/26
John,Nichols,,Boozman,,S,Senate Class 3,Senator,Arkansas,AR,Republican,,G8686,,https://boozman.senate.gov/,http://www.boozmanforarkansas.com/,11/7/28
Michael,J.,Mike,Bost,,H,House CD 12,Member of Congress,Illinois,IL,Republican,H4IL12060,G17976,G53545,https://bost.house.gov/,http://www.bostforcongress.com/,11/3/26
Brendan,F.,,Boyle,,H,House CD 2,Member of Congress,Pennsylvania,PA,Democratic,H4PA13199,G17489,G53686,https://boyle.house.gov/,http://www.voteboyle.com/,11/3/26
Josh,,,Brecheen,,H,House CD 2,Member of Congress,Oklahoma,OK,Republican,H2OK02315,G45566,G53676,https://brecheen.house.gov/,https://www.joshbrecheen.com/,11/3/26
Robert,Paul,Rob,Bresnahan,Jr.,H,House CD 8,Member of Congress,Pennsylvania,PA,Republican,H4PA08124,G48976,G53692,https://bresnahan.house.gov/,https://www.robforpa.com/,11/3/26
Katie,Boyd,,Britt,,S,Senate Class 3,Senator,Alabama,AL,Republican,,G41618,,https://britt.senate.gov/,https://www.katiebrittforsenate.com/,11/7/28
Shontel,M.,,Brown,,H,House CD 11,Member of Congress,Ohio,OH,Democratic,H2OH11169,G4566,G53671,https://shontelbrown.house.gov/,https://www.shontelbrown.com/,11/3/26
Julia,,,Brownley,,H,House CD 26,Member of Congress,California,CA,Democratic,H2CA00120,G14383,G53466,https://juliabrownley.house.gov/,http://www.juliabrownley.com/,11/3/26
Vernon,,Vern,Buchanan,,H,House CD 16,Member of Congress,Florida,FL,Republican,H6FL13148,G169,G52525,https://buchanan.house.gov/,http://www.vernbuchanan.com/,11/3/26
Theodore,Paul,Ted,Budd,,S,Senate Class 3,Senator,North Carolina,NC,Republican,,G40729,,https://budd.senate.gov/,https://www.tedbudd.com/,11/7/28
Nikki,,,Budzinski,,H,House CD 13,Member of Congress,Illinois,IL,Democratic,H2IL13153,G42302,G53546,https://budzinski.house.gov/,https://www.nikkiforcongress.com/,11/3/26
Tim,,,Burchett,,H,House CD 2,Member of Congress,Tennessee,TN,Republican,H8TN02119,G29003,G53711,https://burchett.house.gov/,http://www.burchettforcongress.com/,11/3/26
Eric,,,Burlison,,H,House CD 7,Member of Congress,Missouri,MO,Republican,H2MO07143,G42372,G53602,https://burlison.house.gov/,https://www.ericburlisonforcongress.com/,11/3/26
Janelle,S.,,Bynum,,H,House CD 5,Member of Congress,Oregon,OR,Democratic,H4OR05304,G48344,G53683,https://bynum.house.gov/,https://www.janellebynum.com/,11/3/26
Kenneth,S.,Ken,Calvert,,H,House CD 41,Member of Congress,California,CA,Republican,H2CA37023,G99,G53478,https://calvert.house.gov/,http://www.calvertforcongress.com/,11/3/26
Kat,,,Cammack,,H,House CD 3,Member of Congress,Florida,FL,Republican,H0FL03175,G36649,G53500,https://cammack.house.gov/,https://www.katforcongress.com/,11/3/26
Maria,E.,,Cantwell,,S,Senate Class 1,Senator,Washington,WA,Democratic,,G792,,http://cantwell.senate.gov/,http://www.cantwell.com/,11/5/30
Shelley,Moore,,Capito,,S,Senate Class 2,Senator,West Virginia,WV,Republican,S4WV00159,G16625,G46957,http://capito.senate.gov/,http://www.capitoforsenate.com/,11/3/26
Salud,O.,,Carbajal,,H,House CD 24,Member of Congress,California,CA,Democratic,H6CA24303,G22471,G53464,https://carbajal.house.gov/,http://www.saludcarbajal.com/,11/3/26
Mike,,,Carey,,H,House CD 15,Member of Congress,Ohio,OH,Republican,H2OH15228,G6312,G53674,https://carey.house.gov/,https://www.careyforcongress.com/,11/3/26
Andr̩,D.,,Carson,,H,House CD 7,Member of Congress,Indiana,IN,Democratic,H8IN07184,G273,G53555,https://carson.house.gov/,https://www.andrecarson.com/,11/3/26
Earl,Leroy,Buddy,Carter,,S,Senate Class 2,Member of Congress,Georgia,GA,Republican,S6GA00374,G53517,G17636,https://buddycarter.house.gov/,http://www.buddycarterforcongress.com/,11/6/26
John,Rice,,Carter,,H,House CD 31,Member of Congress,Texas,TX,Republican,H2TX31044,G732,G53753,https://carter.house.gov/,http://www.johncarterforcongress.com/,11/3/26
Troy,A.,,Carter,Sr.,H,House CD 2,Member of Congress,Louisiana,LA,Democratic,H2LA02149,G6872,G53568,https://troycarter.house.gov/,https://www.troycarter4congress.com/,11/3/26
Gregorio,,Greg,Casar,,H,House CD 37,Member of Congress,Texas,TX,Democratic,H2TX35144,G53757,G42788,https://casar.house.gov/,https://www.casarforcongress.com/,11/3/26
Edward,E.,Ed,Case,,H,House CD 1,Member of Congress,Hawaii,HI,Democratic,H2HI02128,G32746,G53261,https://case.house.gov/,http://www.edcase.com/,11/3/26
William,M.,Bill,Cassidy,,S,Senate Class 2,Senator,Louisiana,LA,Republican,S4LA00107,G17474,G46938,https://cassidy.senate.gov/,http://www.billcassidy.com/,11/3/26
Sean,,,Casten,,H,House CD 6,Member of Congress,Illinois,IL,Democratic,H8IL06139,G28612,G53541,https://casten.house.gov/,http://www.castenforcongress.com/,11/3/26
Katherine,Anne,Kathy,Castor,,H,House CD 14,Member of Congress,Florida,FL,Democratic,H6FL11126,G167,G53506,https://castor.house.gov/,http://www.castorforcongress.com/,11/3/26
Joaquin,,,Castro,,H,House CD 20,Member of Congress,Texas,TX,Democratic,H2TX35011,G12771,G53735,https://castro.house.gov/,http://www.castroforcongress.com/,11/3/26
Sheila,,,Cherfilus-McCormick,,H,House CD 20,Member of Congress,Florida,FL,Democratic,H8FL20032,G179,G53511,https://cherfilus-mccormick.house.gov/,,11/3/26
Judy,,,Chu,,H,House CD 28,Member of Congress,California,CA,Democratic,H0CA32101,G87,G53468,https://chu.house.gov/,http://www.judychu.org/,11/3/26
Juan,,,Ciscomani,,H,House CD 6,Member of Congress,Arizona,AZ,Republican,H2AZ02360,G42166,G53443,https://ciscomani.house.gov/,https://www.juanciscomani.com/,11/3/26
Gilbert,,Gil,Cisneros,,H,House CD 31,Member of Congress,California,CA,Democratic,H4CA31170,G48814,G52696,https://cisneros.house.gov/,https://www.gilonthehill.com/,11/3/26
Katherine,M.,,Clark,,H,House CD 5,Member of Congress,Massachusetts,MA,Democratic,H4MA05084,G335,G53573,https://katherineclark.house.gov/,https://www.katherineclark.org/,11/3/26
Yvette,D.,,Clarke,,H,House CD 9,Member of Congress,New York,NY,Democratic,H4NY11138,G545,G53646,https://clarke.house.gov/,http://www.voteyvette.com/,11/3/26
Emanuel,,,Cleaver,II,H,House CD 5,Member of Congress,Missouri,MO,Democratic,H4MO05234,G403,G53395,https://cleaver.house.gov/,https://www.cleaverforcongress.com/,11/3/26
Benjamin,Lee,Ben,Cline,,H,House CD 6,Member of Congress,Virginia,VA,Republican,H8VA06104,G29785,G53766,https://cline.house.gov/,http://www.bencline.com/,11/3/26
Michael,J.,,Cloud,,H,House CD 27,Member of Congress,Texas,TX,Republican,H8TX27049,G8260,G53749,https://cloud.house.gov/,https://www.cloudforcongress.com/,11/3/26
James,Enos,Jim,Clyburn,,H,House CD 6,Member of Congress,South Carolina,SC,Democratic,H2SC02042,G668,G53708,https://clyburn.house.gov/,https://www.clyburnforcongress.com/,11/3/26
Andrew,,,Clyde,,H,House CD 9,Member of Congress,Georgia,GA,Republican,H0GA09246,G37391,G53524,https://clyde.house.gov/,https://www.clyde4congress.com/,11/3/26
Stephen,Ira,Steve,Cohen,,H,House CD 9,Member of Congress,Tennessee,TN,Democratic,H6TN09068,G693,G53717,https://cohen.house.gov/,http://www.cohenforcongress.com/,11/3/26
Thomas,Jeffery,Tom,Cole,,H,House CD 4,Member of Congress,Oklahoma,OK,Republican,H2OK04055,G601,G53678,https://cole.house.gov/,http://www.tomcoleforcongress.com/,11/3/26
Michael,A.,Mike,Collins,Jr.,S,Senate Class 2,Member of Congress,Georgia,GA,Republican,S6GA00390,G53525,G41314,https://collins.house.gov/,https://www.mikecollinsga.com/,11/6/26
Susan,Margaret,,Collins,,S,Senate Class 2,Senator,Maine,ME,Republican,S6ME00159,G360,G46939,https://collins.senate.gov/,http://www.susancollins.com/,11/3/26
James,R.,,Comer,,H,House CD 1,Member of Congress,Kentucky,KY,Republican,H6KY01110,G23068,G53563,https://comer.house.gov/,http://www.jamescomer.com/,11/3/26
Herb,,,Conaway,Jr.,H,House CD 3,Member of Congress,New Jersey,NJ,Democratic,H4NJ03080,G49542,G53622,https://conaway.house.gov/,https://www.herbforcongress.com/,11/3/26
Christopher,A.,Chris,Coons,,S,Senate Class 2,Senator,Delaware,DE,Democratic,S0DE00092,G8693,G46932,https://coons.senate.gov/,http://www.chriscoons.com/,11/3/26
John,,,Cornyn,,S,Senate Class 2,Senator,Texas,TX,Republican,S2TX00106,G739,G46955,http://cornyn.senate.gov/,http://www.johncornyn.com/,11/3/26
Jose,Luis,Lou,Correa,,H,House CD 46,Member of Congress,California,CA,Democratic,H6CA46116,G22620,G53481,https://correa.house.gov/,http://www.loucorrea.com/,11/3/26
Catherine,Marie,,Cortez Masto,,S,Senate Class 3,Senator,Nevada,NV,Democratic,,G22422,,https://cortezmasto.senate.gov/,http://www.catherinecortezmasto.com/,11/7/28
Jim,,,Costa,,H,House CD 21,Member of Congress,California,CA,Democratic,H4CA20082,G75,G53273,https://costa.house.gov/,http://www.jimcosta.com/,11/3/26
Thomas,B.,Tom,Cotton,,S,Senate Class 2,Senator,Arkansas,AR,Republican,S4AR00103,G16859,G46929,https://www.cotton.senate.gov/,http://www.tomcotton.com/,11/3/26
Joseph,D.,Joe,Courtney,,H,House CD 2,Member of Congress,Connecticut,CT,Democratic,H2CT02112,G134,G53494,https://courtney.house.gov/,http://www.joecourtney.com/,11/3/26
Angela,Dawn,Angie,Craig,,S,Senate Class 2,Member of Congress,Minnesota,MN,Democratic-Farmer Labor,S6MN00499,G53821,G28860,https://craig.house.gov/,https://angiecraig.com/,11/3/26
Kevin,,,Cramer,,S,Senate Class 1,Senator,North Dakota,ND,Republican,,G27891,,https://cramer.senate.gov/,http://www.kevincramer.org/,11/5/30
Eli,,,Crane,,H,House CD 2,Member of Congress,Arizona,AZ,Republican,H2AZ01354,G42069,G53377,https://crane.house.gov/,https://www.eliforarizona.com/,11/3/26
Jeffrey,G.,Jeff,Crank,,H,House CD 5,Member of Congress,Colorado,CO,Republican,H6CO05142,G49950,G53490,https://crank.house.gov/,https://www.jeffcrankforcongress.com/,11/3/26
Michael,D.,Mike,Crapo,,S,Senate Class 3,Senator,Idaho,ID,Republican,,G234,,https://crapo.senate.gov/,http://www.crapoforsenate.com/,11/7/28
Eric,Alan,Rick,Crawford,,H,House CD 1,Member of Congress,Arkansas,AR,Republican,H0AR01083,G6117,G53436,https://crawford.house.gov/,http://www.meetrickcrawford.com/,11/3/26
Daniel,,Dan,Crenshaw,,H,House CD 2,Member of Congress,Texas,TX,Republican,H8TX02166,G29877,G53719,https://crenshaw.house.gov/,https://www.crenshawforcongress.com/,11/3/26
Jasmine,Felicia,,Crockett,,H,House CD 30,Member of Congress,Texas,TX,Democratic,H2TX30178,G43120,G53752,https://crockett.house.gov/,https://www.jasmineforus.com/,11/3/26
Jason,,,Crow,,H,House CD 6,Member of Congress,Colorado,CO,Democratic,H8CO06229,G27797,G53491,https://crow.house.gov/,http://www.jasoncrowforcongress.com/,11/3/26
Rafael,Edward,Ted,Cruz,,S,Senate Class 1,Senator,Texas,TX,Republican,,G11842,,http://www.cruz.senate.gov/,http://www.tedcruz.org/,11/5/30
Henry,R.,,Cuellar,,H,House CD 28,Member of Congress,Texas,TX,Democratic,H2TX23082,G729,G53750,https://cuellar.house.gov/,https://www.henrycuellar.com/,11/3/26
John,R.,,Curtis,,S,Senate Class 1,Senator,Utah,UT,Republican,,G47845,,https://curtis.senate.gov/,https://www.johncurtis.org/,11/5/30
Steven,,Steve,Daines,,S,Senate Class 2,Senator,Montana,MT,Republican,S2MT00096,G17554,G46943,http://www.daines.senate.gov/,http://www.stevedaines.com/,11/3/26
Sharice,L.,,Davids,,H,House CD 3,Member of Congress,Kansas,KS,Democratic,H8KS03155,G31194,G53561,https://davids.house.gov/,http://www.shariceforcongress.com/,11/3/26
Warren,,,Davidson,,H,House CD 8,Member of Congress,Ohio,OH,Republican,H6OH08315,G576,G53401,https://davidson.house.gov/,http://www.davidsonforcongress.com/,11/3/26
Danny,K.,,Davis,,H,House CD 7,Member of Congress,Illinois,IL,Democratic,,G247,,https://davis.house.gov/,https://www.dannykdavis.com/,11/3/26
Donald,Gene,Don,Davis,,H,House CD 1,Member of Congress,North Carolina,NC,Democratic,H2NC02287,G43105,G53609,https://dondavis.house.gov/,https://www.votedondavis.com/,11/3/26
Monica,,,De La Cruz-Hernandez,,H,House CD 15,Member of Congress,Texas,TX,Republican,H0TX15124,G39822,G53731,https://delacruz.house.gov/,https://www.monicaforcongress.us/,11/3/26
Madeleine,,,Dean Cunnane,,H,House CD 4,Member of Congress,Pennsylvania,PA,Democratic,H8PA04116,G33559,G53688,https://dean.house.gov/,https://www.mad4pa.com/,11/3/26
Diana,L.,,DeGette,,H,House CD 1,Member of Congress,Colorado,CO,Democratic,H6CO01141,G119,G53387,https://degette.house.gov/,http://www.degette.com/,11/3/26
Rosa,L.,,DeLauro,,H,House CD 3,Member of Congress,Connecticut,CT,Democratic,H0CT03072,G135,G53495,https://delauro.house.gov/,http://www.rosadelauro.com/,11/3/26
Suzan,Kay,,DelBene,,H,House CD 1,Member of Congress,Washington,WA,Democratic,H0WA08046,G781,G53773,https://delbene.house.gov/,http://www.delbeneforcongress.com/,11/3/26
Christopher,R.,Chris,Deluzio,,H,House CD 17,Member of Congress,Pennsylvania,PA,Democratic,H2PA17103,G42295,G53700,https://deluzio.house.gov/,https://www.chrisforpa.com/,11/3/26
Mark,,,DeSaulnier,,H,House CD 10,Member of Congress,California,CA,Democratic,H0CA10073,G19180,G53454,https://desaulnier.house.gov/,https://www.desaulnierforcongress.com/,11/3/26
Scott,Eugene,,DesJarlais,,H,House CD 4,Member of Congress,Tennessee,TN,Republican,H0TN04195,G6782,G53713,https://desjarlais.house.gov/,https://scottdesjarlais.com/,11/3/26
Maxine,E.,,Dexter,,H,House CD 3,Member of Congress,Oregon,OR,Democratic,H4OR03192,G49512,G53681,https://dexter.house.gov/,https://www.maxinefororegon.com/,11/3/26
Mario,,,Diaz-Balart,,H,House CD 26,Member of Congress,Florida,FL,Republican,H2FL25018,G5588,G53514,https://mariodiazbalart.house.gov/,http://www.mariodiazbalart.org/,11/3/26
Debbie,,,Dingell,,H,House CD 6,Member of Congress,Michigan,MI,Democratic,H4MI12079,G19773,G53589,https://debbiedingell.house.gov/,http://www.debbiedingellforcongress.com/,11/3/26
Lloyd,Alton,,Doggett,II,H,House CD 37,Member of Congress,Texas,TX,Democratic,,G726,,https://doggett.house.gov/,http://www.votedoggett.com/,11/3/26
Byron,,,Donalds,,H,House CD 19,Member of Congress,Florida,FL,Republican,H2FL14186,G36896,G53510,https://donalds.house.gov/,http://www.byrondonalds.com/,11/3/26
Troy,,,Downing,,H,House CD 2,Member of Congress,Montana,MT,Republican,H4MT02098,G48678,G53608,https://downing.house.gov/,https://www.troydowning.com/,11/3/26
L.,Tammy,,Duckworth,,S,Senate Class 3,Senator,Illinois,IL,Democratic,,G21899,,https://duckworth.senate.gov/,http://www.tammyduckworth.com/,11/7/28
Neal,Patrick,,Dunn,,H,House CD 2,Member of Congress,Florida,FL,Republican,H6FL02208,G22828,G53499,https://dunn.house.gov/,http://www.nealdunn.com/,11/3/26
Richard,J.,Dick,Durbin,,S,Senate Class 2,Senator,Illinois,IL,Democratic,,G260,,https://durbin.senate.gov/,https://www.durbinforsenate.com/,11/3/26
Charles,Marion,Chuck,Edwards,,H,House CD 11,Member of Congress,North Carolina,NC,Republican,H2NC14050,G43202,G53295,https://edwards.house.gov/,https://www.chuckedwardsforcongress.com/,11/3/26
Sarah,Kelly,,Elfreth,,H,House CD 3,Member of Congress,Maryland,MD,Democratic,H4MD03156,G49181,G53578,https://elfreth.house.gov/,http://www.elfrethformaryland.com/,11/3/26
John,Kevin,Jake,Ellzey,Sr.,H,House CD 6,Member of Congress,Texas,TX,Republican,H8TX06266,G30012,G53723,https://ellzey.house.gov/,https://www.ellzeyfortexas.com/,11/3/26
